HID,lon,lat,species,sid,family,category,presence,fraction,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,annualpet,aridityindexthornthwaite,climaticmoistureindex,embergerq,maxtempcoldest,petseasonality,tri,topowet,nontree,bare,tree,etccdi_cdd,etccdi_cwd,etccdi_fd,etccdi_gsl,etccdi_rx1day,etccdi_rx5day,etccdi_sdii,igbp_01,igbp_02,igbp_03,igbp_04,igbp_05,igbp_06,igbp_07,igbp_08,igbp_09,igbp_10,igbp_11,igbp_12,igbp_13,igbp_14,igbp_15,igbp_16
78569,100.28303,29.809182,Alces alces,56003281,Cervidae,LC,0,0,0.319064,12.893936,40.788815,666.381816,16.210305,-15.369661,31.579965,632.293945,151.144035,1.63647,103.080858,391.726932,8.350306,391.726931,8.350306,4310.089532,793.832623,66.998584,-0.084616,85.471479,16.208911,2917.224859,90.06174,8.938548,56.530163,35.424836,8.045001,38.318055,23.885886,171.554433,192.886099,28.307343,78.291131,5.987919,0.002816,0,0,0,0,0,0,0.02195,0.002071,0.972004,0,0,0,0,0,0.00116
78568,100.293483,29.060854,Alces alces,56003281,Cervidae,LC,0,0,-0.035588,12.356616,40.532749,657.359038,15.343812,-15.107395,30.451207,665.766997,149.715662,2.708142,93.518817,386.297826,13.266775,386.297826,13.266775,4358.981011,768.547161,65.387141,-0.052111,87.575104,16.636513,2690.786721,105.121967,8.600626,51.626825,38.074303,10.298872,33.490074,28.608925,147.889236,218.242948,32.576295,89.685467,6.293666,0.017814,0,0,0,8.3e-05,0,0,0.069434,0.01276,0.89908,0,0.000331,0,0,0,0.000497
78565,100.32262,26.799641,Alces alces,56003281,Cervidae,LC,0,0,12.041022,10.338055,42.514737,487.048743,23.742307,-0.594653,24.33696,800.336759,139.461241,10.736556,64.839544,373.076814,46.954666,372.271019,56.468438,2573.881952,1122.408729,69.390477,-0.124597,144.904463,126.904366,2663.504934,135.029426,8.108779,48.443266,13.223456,38.333278,34.168936,35.624997,76.829582,290.922622,38.126686,101.744737,6.743196,0.171197,0.001492,8.3e-05,0.008038,0.150481,0.000331,0,0.340984,0.180394,0.065462,0.002652,0.06654,0.009695,0.000746,0,0
78560,100.364262,22.980324,Alces alces,56003281,Cervidae,LC,0,0,19.945047,9.225819,46.213688,381.414473,28.831737,8.867423,19.964315,1476.276008,312.675923,14.766755,87.721178,832.51315,48.531462,827.734386,60.766727,1219.267184,1455.604094,63.168152,-0.017429,205.569827,218.792807,2785.28149,107.609529,8.388349,43.740899,6.326748,49.932353,38.820068,52.664873,1.153176,365.130869,59.724605,150.718232,9.588395,0.012012,0.297987,0,0.000166,0.207356,0,0,0.335763,0.117223,0.002402,0.012426,0.00613,0.002485,8.3e-05,0,0
78559,100.371618,22.209417,Alces alces,56003281,Cervidae,LC,0,0,19.03329,9.144855,46.832324,366.217632,27.795093,8.267419,19.527674,1548.197058,311.301961,16.097933,84.694772,828.488522,52.430983,803.682955,63.311325,1364.840447,1434.408099,68.686251,0.051264,221.734876,215.467933,2667.176225,85.87723,8.790151,42.78613,3.779069,53.434802,38.20868,53.87292,0.805999,365.1635,61.268024,154.838046,9.809823,0,0.488239,0,0,0.053586,0,0,0.300894,0.110568,0.008614,0,0.035862,0.000414,0.001822,0,0
78649,100.609419,29.448177,Alces alces,56003281,Cervidae,LC,0,0,0.777966,12.34311,40.500895,640.863696,16.162981,-14.308217,30.471198,682.959391,155.507483,2.003349,99.100187,409.914331,10.030755,409.914331,10.030755,4248.524292,799.726176,66.450927,-0.043633,90.553323,21.991279,2812.534196,114.108735,8.315004,51.913764,34.584794,13.501442,32.852968,26.046056,153.757373,211.505375,30.619636,83.76656,6.067296,0.059803,0,0,0.000828,0.001077,0,0,0.092355,0.023855,0.816616,0,8.3e-05,0,0,0,0.005384
78646,100.629118,27.186614,Alces alces,56003281,Cervidae,LC,0,0,10.97331,10.349765,42.00766,508.972242,22.906634,-1.776643,24.683276,781.480428,148.13797,9.084267,72.324773,389.607081,39.230205,389.514544,43.227389,2709.246992,1109.883646,69.450719,-0.138797,136.489449,120.057486,2730.285024,156.642868,7.786452,49.123185,13.222574,37.65424,33.669784,35.119226,82.323105,285.309796,36.877334,98.337551,6.57269,0.086164,0.000166,0,0.002071,0.116156,0.000994,8.3e-05,0.455427,0.244325,0.072328,0,0.021541,0.000663,0,0,8.3e-05
80368,100.647787,41.75632,Alces alces,56003281,Cervidae,LC,0,0,8.682452,14.432515,28.120337,1351.464322,33.039432,-18.288643,51.328076,39.186833,12.335893,0.021194,94.728639,27.533432,0.120054,27.533432,0.120054,975.308679,1126.329143,96.928403,-0.97,2.441426,-33.953489,6987.832124,0.856375,14.767732,19.998756,79.846723,0.154521,221.104877,2.227202,169.730103,202.289128,8.290144,12.653103,3.177125,0,0,0,0,0,0,0,0,0,0.060538,0,0,0.000497,0,0,0.938965
78642,100.652101,24.136263,Alces alces,56003281,Cervidae,LC,0,0,17.632544,8.590426,42.137305,403.779048,26.937917,6.568384,20.369533,1085.214315,218.621024,12.90876,84.899086,605.346914,46.821345,605.346914,47.975979,1679.111393,1310.501007,68.581068,-0.148301,169.212418,186.429547,2550.928676,121.775198,8.132047,41.880667,5.789396,52.329937,38.906967,41.080789,14.192738,353.882108,48.482945,122.795767,8.114484,0.014166,0.354983,0,0,0.230387,0,0,0.240245,0.137768,0.005219,0.000166,0.016237,0.00058,0.000249,0,0
80205,100.657542,40.822275,Alces alces,56003281,Cervidae,LC,0,0,8.850708,14.67153,29.358255,1287.046271,32.541421,-17.432202,49.973623,57.240757,16.154813,0.020073,97.779324,38.87203,0.098301,38.87203,0.098301,1053.479155,1141.665964,95.700655,-0.957915,3.541315,-23.144311,6870.828077,1.042466,14.498015,21.856735,78.143079,0.000186,199.516969,2.601902,172.039914,200.519775,9.236575,14.309512,3.37969,0,0,0,0,0,0,0,0,0,0,0,0,0.000663,0,0,0.999337
78640,100.662276,22.59717,Alces alces,56003281,Cervidae,LC,0,0,19.781778,9.054307,46.950852,366.656158,28.257535,8.972364,19.285171,1536.538021,319.859244,16.988409,85.752407,843.887649,55.282973,794.097159,66.150866,1192.516327,1460.248314,61.715814,0.009822,213.529068,219.143617,2812.760467,87.588609,8.734169,43.408812,3.458736,53.132452,38.058062,52.902129,1.014646,365.138306,60.283482,151.65359,9.610398,0.000745,0.481653,8.3e-05,0,0.146939,0,0,0.308291,0.048372,0.005881,0.001822,0.004224,0.000994,0,0,0.000248
80123,100.662281,40.354538,Alces alces,56003281,Cervidae,LC,0,0,8.744481,14.88688,30.900142,1221.866827,31.867977,-16.317615,48.185591,80.186348,21.282663,0.021709,99.101764,53.219622,0.292361,53.219622,0.292361,1207.523771,1118.242003,94.127505,-0.94081,4.848942,-21.404021,6647.053963,13.914735,12.851448,23.296616,76.703384,0,191.010878,2.733537,174.641867,198.412396,9.593552,14.952235,3.434183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78639,100.667051,21.82436,Alces alces,56003281,Cervidae,LC,0,0,20.690335,9.384222,49.232143,338.039376,29.084084,10.011891,19.072193,1614.121819,319.064252,14.690457,82.470031,852.537444,60.463476,762.311323,69.839069,1085.729354,1491.916,65.600543,-0.021039,219.223895,227.873245,2768.078686,67.154398,9.39013,43.535604,5.89056,50.573836,37.998927,54.677065,0.891301,365.149306,62.888807,157.240652,9.825067,0.000166,0.383736,0,0,0.019957,0,0,0.436568,0.103263,0.008447,8.3e-05,0.031053,0.005548,0.011096,0,8.3e-05
79633,100.68891,37.537525,Alces alces,56003281,Cervidae,LC,0,0,-5.22022,12.748457,34.141198,902.041931,13.253604,-24.087869,37.341473,460.122791,104.163555,1.566817,102.031863,287.321439,6.92315,287.321439,6.92814,3730.846989,581.953555,38.405661,-0.247752,44.809156,-79.421985,3453.549354,75.754102,9.079363,60.494109,34.060902,5.44499,118.760422,5.951995,217.002033,152.53091,16.101906,30.975875,4.155943,0,0,0,0,0,0,0,0,0,0.980616,0,0.000166,0.001243,0,0,0.017975
79551,100.693068,37.066168,Alces alces,56003281,Cervidae,LC,0,0,-1.363981,12.693338,32.925361,922.941456,17.296095,-21.243447,38.539542,432.169924,98.46673,1.525173,101.516743,268.025806,6.481065,266.572519,6.556912,3374.070519,688.646247,44.223698,-0.416584,39.54865,-54.035153,3774.033815,30.154323,11.18083,60.164647,35.527466,4.307887,114.842849,6.080261,216.622839,152.454961,16.427999,31.766069,4.207888,0,0,0,0,0,0,0,0,0,0.764019,0.000166,0.004141,0.002982,0,0,0.086225
79143,100.712775,34.700833,Alces alces,56003281,Cervidae,LC,0,0,-1.423696,13.642013,38.266654,773.829009,16.254144,-19.391245,35.645389,550.217782,117.678974,1.918754,94.576361,316.431995,9.437848,316.431996,9.856371,3842.820594,697.888803,38.760773,-0.235011,51.146838,-33.402489,3623.339599,106.486748,8.514617,65.43077,23.497743,11.071488,64.759917,10.613729,229.678224,133.890974,21.299297,48.336664,4.956963,0,0,0,0,0,0,0,0.000166,0,0.999338,0,0.000497,0,0,0,0
79061,100.716512,34.225985,Alces alces,56003281,Cervidae,LC,0,0,-2.882316,13.782923,38.2912,790.010574,15.209729,-20.789935,35.999664,618.510988,126.457292,2.77301,91.456623,345.57509,13.260118,345.57509,14.023655,4104.533084,658.00019,44.160194,-0.105518,58.331133,-37.469718,3427.152572,90.138831,8.791786,70.2273,18.105812,11.666888,54.416298,11.805557,219.343768,142.801596,23.603197,54.681148,5.150288,0,0,0,0,0,0,0,0,0,0.999834,0,0,0.000166,0,0,0
78980,100.720184,33.750518,Alces alces,56003281,Cervidae,LC,0,0,-2.961835,13.969387,38.681981,789.12455,15.233796,-20.882431,36.116227,670.341495,131.556978,3.099545,89.611328,365.784001,15.148284,365.784,15.921928,4176.650211,667.573222,44.089874,-0.056818,63.111767,-31.802861,3383.444626,97.129556,8.596558,66.683261,16.861364,16.455375,49.493421,13.379828,218.741267,142.927177,24.372468,58.882175,5.324064,0,0,0,0,0,0,0,0,0,0.99942,0,0.000414,0.000166,0,0,0
78816,100.72734,32.797689,Alces alces,56003281,Cervidae,LC,0,0,-1.41524,14.138686,40.074253,755.19051,16.331547,-18.947784,35.279331,721.631349,138.814995,3.360484,88.241714,380.863068,16.190663,380.863068,16.357686,4122.959261,737.406968,47.847084,-0.07107,68.765129,-10.867675,3427.874086,117.328712,8.393927,62.836205,20.924347,16.239448,37.292882,17.267614,216.07906,145.41282,25.772447,67.300191,5.588182,0.000828,0,0,0,0.001243,0,0,0.011266,0.003313,0.983184,8.3e-05,8.3e-05,0,0,0,0
78732,100.924652,30.584035,Alces alces,56003281,Cervidae,LC,0,0,1.465558,11.876697,39.714376,657.25936,16.753903,-13.160836,29.914739,672.219859,143.132035,1.854186,99.530573,396.77209,8.702242,396.772091,8.702242,4072.342092,836.486486,57.759852,-0.080362,86.521893,23.181441,3115.096357,187.623286,7.695021,41.880451,26.069414,32.050135,30.959617,22.647177,163.704974,199.545347,28.561637,75.300033,5.707455,0.139082,0,0,0.002734,0.100315,0,0,0.270378,0.130053,0.353131,0.001077,0,0,0,0,0.003231
78731,100.928234,29.835229,Alces alces,56003281,Cervidae,LC,0,0,2.445985,11.637391,39.925769,632.499687,17.128606,-12.009757,29.138363,693.523164,154.677754,1.461482,101.352569,418.218389,7.775939,418.218389,7.775939,3986.689555,850.848231,62.429324,-0.065178,92.804374,31.984478,2967.295899,174.219755,7.755465,39.005177,23.867431,37.127392,31.830474,25.578641,154.771035,210.537627,30.590297,83.238667,6.050574,0.314333,0,0,0.001408,0.027423,8.3e-05,0,0.238028,0.038111,0.372411,0.000331,0.000166,0,0,0,0.007705
78728,100.938224,27.573314,Alces alces,56003281,Cervidae,LC,0,0,9.024778,10.41649,39.858227,544.63764,21.782826,-4.397385,26.180211,792.120057,161.079677,7.00448,81.430836,421.996303,29.911558,421.996303,30.145549,2977.345582,1067.469027,68.965919,-0.120004,129.632781,106.336747,2731.807931,137.517343,8.03552,46.242581,14.257324,39.500095,33.358693,33.315396,82.986567,284.446128,36.323203,96.569369,6.51267,0.14049,0,0,0.00729,0.0917,0.001077,0,0.477717,0.191021,0.060388,0.003065,0.010355,0.00116,0,0,8.3e-05
78727,100.941312,26.814353,Alces alces,56003281,Cervidae,LC,0,0,12.050041,9.893512,41.288726,487.824999,23.469557,-0.52629,23.995847,797.846682,154.454937,9.374954,76.006225,411.414577,39.522387,409.428217,40.38943,2527.367379,1149.774952,70.467074,-0.137625,142.242296,132.143561,2743.681295,112.867198,8.237226,53.164118,12.382403,34.453479,33.958576,32.725854,61.4959,306.751764,38.306034,99.977558,6.738083,0.055657,0.001408,0,0.002816,0.165314,0.000414,0,0.345536,0.359699,0.027331,0.000166,0.037187,0.00323,0.001242,0,0
78726,100.944283,26.052987,Alces alces,56003281,Cervidae,LC,0,0,13.743651,9.733432,42.452954,461.162484,24.421603,1.487235,22.934368,787.374929,148.184217,10.356281,75.606524,405.862533,41.663028,397.646717,41.663028,2288.409832,1196.466323,72.759844,-0.171963,144.805098,147.803618,2706.146232,166.75018,7.666641,50.971832,12.058987,36.969181,34.664841,35.079127,28.470755,339.747207,42.444513,109.021267,7.242559,0.193971,0.032301,0,0.006295,0.142621,0,0,0.319364,0.176743,0.075203,0,0.052178,0.000331,8.3e-05,0,0.000911
78725,100.94714,25.289272,Alces alces,56003281,Cervidae,LC,0,0,15.087855,10.112908,43.443316,456.104356,25.802687,2.524223,23.278463,823.364856,155.747789,11.834464,78.225113,433.686897,42.741974,431.51878,42.741974,2112.829687,1229.131717,73.825544,-0.205375,146.805508,160.122174,2634.046827,73.60939,9.178015,61.036728,15.808782,23.15449,38.375718,38.286631,19.664637,349.433658,45.63951,117.034236,7.708138,0.022611,0.061289,0,0,0.050439,0,0,0.19074,0.562614,0.031473,0.000248,0.075369,0.004887,0.000331,0,0
78724,100.949886,24.523266,Alces alces,56003281,Cervidae,LC,0,0,16.436956,8.500106,40.547526,425.841135,26.136216,5.182934,20.953282,975.28753,191.21479,14.368175,81.671302,530.969749,49.347227,528.814798,49.879419,1839.747239,1285.951116,68.050646,-0.194487,155.898341,177.275339,2604.592694,132.816361,8.156898,41.687095,6.691403,51.621502,37.898975,38.284844,15.427491,352.865118,45.441989,113.810337,7.627915,0.089968,0.216138,0,0.001077,0.287466,0,0,0.22318,0.155828,0.0029,0,0.019302,0.004059,8.3e-05,0,0
78722,100.955053,22.984616,Alces alces,56003281,Cervidae,LC,0,0,18.918531,8.692094,44.598413,383.369656,27.66536,8.178039,19.487321,1419.673505,301.084424,16.052534,87.252147,801.747998,54.483512,801.224104,61.052823,1369.758269,1393.675083,60.604908,0.041084,216.565996,203.97348,2723.076128,79.426941,8.913562,42.19012,5.125863,52.684017,35.389521,47.240978,1.721405,364.778962,57.070423,142.698528,9.053701,0.000249,0.48223,0,8.3e-05,0.086571,0,0,0.324414,0.091376,0.001988,0,0.001408,0.011681,0,0,0
78721,100.957479,22.212091,Alces alces,56003281,Cervidae,LC,0,0,20.471995,8.953864,47.993789,349.479016,28.642068,9.985516,18.656552,1570.436308,306.240176,18.026144,80.276612,818.398722,64.783278,764.202345,73.826853,1028.467456,1475.104599,59.007694,-0.01202,219.759311,221.693066,2832.009586,79.211145,8.978451,33.896472,2.115935,63.987592,37.396681,53.323274,0.986717,365.136373,61.156823,152.757988,9.599519,0,0.766382,0,0,0.019717,0,0,0.176539,0.029409,0.001988,8.3e-05,0.001491,0.001988,0.002402,0,0
157534,101.25,21.825243,Alces alces,56003281,Cervidae,LC,0,0,21.260874,8.997369,49.240543,329.384659,29.20022,10.928304,18.271915,1634.673806,301.546381,15.57477,78.455598,855.536997,69.702549,712.043601,77.260935,921.999032,1497.594353,61.245225,0.014515,237.606048,228.170851,2746.851155,97.717697,8.622686,31.338481,2.757665,65.903854,34.494135,51.706019,0.930869,365.140803,63.714283,156.075457,9.573398,0,0.659682,0,0,0.000414,0,0,0.310336,0.010353,0.00704,8.3e-05,0.008117,0.000663,0.003313,0,0
157535,101.25,22.599501,Alces alces,56003281,Cervidae,LC,0,0,19.008655,8.599156,45.362297,372.785823,27.511276,8.551797,18.959479,1458.926342,298.804147,17.386102,82.637071,783.417634,63.539073,783.22251,65.207623,1281.062426,1380.599892,57.760775,0.121652,243.10383,199.204806,2691.010846,77.94728,8.937512,36.698291,2.612367,60.689342,34.188095,47.523452,1.550655,364.792215,57.479912,143.145751,9.039261,8.3e-05,0.694665,0,0,0.021703,0,0,0.227966,0.037608,0.009361,0,0.007704,0.000166,0.000746,0,0
157537,101.25,24.141923,Alces alces,56003281,Cervidae,LC,0,0,17.07862,8.257956,40.734774,414.791331,26.425924,6.161504,20.26442,1069.62381,215.408041,14.815021,83.439568,592.677881,50.428936,588.202959,53.227823,1688.729574,1323.717091,63.867797,-0.179854,163.288388,185.458081,2679.322336,129.585019,8.057951,38.567426,6.480907,54.951667,36.850811,38.576036,14.19051,353.613406,45.885427,114.742189,7.665061,0.094276,0.313396,0,0.003976,0.219534,0,0,0.193936,0.147709,0.002568,8.3e-05,0.023527,0.00058,0.000414,0,0
157539,101.25,25.67583,Alces alces,56003281,Cervidae,LC,0,0,14.78204,9.758313,42.292652,461.512302,25.35137,2.286638,23.064732,779.899324,152.853698,10.148826,81.030257,418.684818,36.265117,418.684818,36.265117,2119.569371,1241.516,72.901111,-0.233795,138.989528,160.640901,2727.986033,84.331853,8.885414,57.000042,10.42575,32.574208,34.938147,33.781823,24.044817,344.031748,42.326033,107.722987,7.205057,0.061868,0.109906,0,0,0.11239,0,0,0.270002,0.348186,0.003644,0.00058,0.072553,0.003644,0.017061,0,8.3e-05
157540,101.25,26.439446,Alces alces,56003281,Cervidae,LC,0,0,17.204523,9.686162,43.661848,457.941107,27.232863,5.051583,22.18128,762.623138,154.744853,8.182244,83.190621,417.884313,31.747394,373.515304,31.833202,1745.664428,1340.087461,72.217853,-0.30901,127.485079,177.801713,3080.295658,136.806032,7.974344,56.155401,13.020067,30.824532,34.227196,31.178051,54.089198,314.101554,38.472643,99.423562,6.740791,0.106602,0.041663,0,0.003644,0.114802,0,0,0.284105,0.346061,0.068169,0.002154,0.024766,0.003976,0.000497,0,0.00323
157542,101.25,27.959732,Alces alces,56003281,Cervidae,LC,0,0,8.395788,10.417367,39.861059,558.936649,21.211777,-4.9885,26.200277,819.454106,173.652039,4.862979,89.275734,457.815104,20.580412,457.815104,20.580412,3018.077557,1064.097769,67.329943,-0.106423,126.462717,103.026683,2818.241347,191.298379,7.493663,38.020254,14.660274,47.319471,31.160538,28.231251,83.097249,283.923463,34.005303,88.588974,6.122999,0.304805,0.000249,0,0.007457,0.091384,8.3e-05,0,0.454598,0.055841,0.076802,0.000166,0.007539,0.00058,0,0,0.000331
157543,101.25,28.716294,Alces alces,56003281,Cervidae,LC,0,0,3.466252,11.062944,40.472547,598.857182,17.05196,-10.296109,27.348069,802.362308,169.510993,2.883738,93.721774,456.273564,13.242321,456.273564,13.242321,3786.515408,891.751672,61.941302,0.019764,114.45683,55.060111,2684.524457,207.120168,7.443726,35.078223,22.787325,42.134452,30.434499,27.674933,92.863387,273.685515,33.998585,89.05715,6.148345,0.375238,0,0,0.008778,0.046377,0.000745,0,0.26501,0.096149,0.197433,8.3e-05,0,0,0,0,0.010186
157544,101.25,29.470399,Alces alces,56003281,Cervidae,LC,0,0,0.92044,11.078364,38.613408,661.757494,15.624625,-13.071869,28.696494,752.428246,160.52065,2.253783,97.025862,436.907002,10.556519,436.907003,10.556519,4115.408704,798.596149,56.828515,0.087102,107.711423,25.821202,2721.2387,212.521087,7.44811,36.14786,30.385284,33.466856,28.520851,26.302236,132.477671,232.835589,32.23501,86.11405,6.110274,0.267224,0,0,0.001987,0.013001,8.3e-05,0,0.228387,0.095727,0.312438,0.000745,0.000331,0,0,0.000166,0.079911
157545,101.25,30.221996,Alces alces,56003281,Cervidae,LC,0,0,3.023196,12.010749,39.910906,641.759138,18.142187,-11.952236,30.094423,691.082029,146.497809,1.416467,99.373288,404.89576,7.593329,404.895761,7.593329,3883.373757,853.034278,55.458353,-0.044702,94.730914,30.488689,3029.720254,154.633195,8.21602,44.937421,22.975619,32.08696,29.563652,23.347428,156.142115,207.636206,29.362632,76.946911,5.739508,0.215948,0,0,0.000248,0.046286,8.3e-05,0,0.210069,0.028235,0.492672,0.006376,8.3e-05,0,0,0,0
157546,101.25,30.971038,Alces alces,56003281,Cervidae,LC,0,0,0.364587,12.127225,39.142502,698.948405,16.338009,-14.661559,30.999568,691.110127,142.780348,2.897472,94.93806,388.154897,11.361175,388.154898,11.361175,4086.175843,817.992424,52.912165,-0.032361,87.862376,18.338537,3130.417008,162.66944,7.702728,47.219244,29.90608,22.874676,29.110952,22.526024,162.174531,200.905823,29.120043,76.124398,5.728752,0.029404,0,0,0.002154,0.107595,0,0,0.164748,0.094591,0.537315,0.000166,0.002485,0,0,0.002319,0.059223
78897,101.25,32.673221,Alces alces,56003281,Cervidae,LC,0,0,0.083329,13.961325,41.459588,716.42487,16.940358,-16.760078,33.700436,738.430762,142.039551,3.124012,87.879725,384.874829,15.34828,384.87483,15.368068,3918.505728,809.374416,47.445442,-0.103168,72.807506,8.594987,3501.03067,142.342727,8.011445,55.351467,20.643728,24.004804,37.616247,16.778171,206.113043,155.766085,27.261816,68.281991,5.696115,0.001159,0,0,0,0.00646,0,0,0.10824,0.039834,0.844224,0,0,0,0,0,8.3e-05
79060,101.25,33.626352,Alces alces,56003281,Cervidae,LC,0,0,-1.791001,14.111618,39.511834,754.594657,16.141318,-19.572379,35.713697,721.199456,136.89793,3.33112,88.19701,385.178643,16.310476,385.178643,16.441727,4020.780126,720.294766,45.376884,-0.066737,67.137192,-14.932755,3431.848629,96.827471,8.612888,65.194542,17.961854,16.843604,41.003071,15.252431,207.286559,154.570625,26.613273,64.918749,5.551801,0,0,0,0,0,0,0,0,0,0.999503,8.3e-05,8.3e-05,0.000331,0,0,0
79142,101.25,34.101964,Alces alces,56003281,Cervidae,LC,0,0,-2.63419,14.012695,38.925768,795.366409,15.453511,-20.545136,35.998647,675.537603,134.018991,3.092527,89.661359,368.882829,15.203274,368.882828,15.371351,4031.474468,689.628591,42.477745,-0.064399,63.987083,-24.201411,3406.516033,94.617457,8.642432,67.083649,19.249559,13.666791,52.401123,12.059247,214.356787,148.165396,24.489977,56.651952,5.22721,0,0,0,0,0,0,0,0,0,0.999254,0,0.000166,0,0,0,0.00058
79469,101.25,35.998301,Alces alces,56003281,Cervidae,LC,0,0,3.52395,13.711361,35.964689,881.11313,22.12659,-15.992014,38.118605,441.779038,100.016128,1.001635,97.8983,260.895454,5.478063,260.895454,5.483164,2919.495621,870.412374,53.27092,-0.532781,37.394962,-6.942348,4290.963721,72.738661,9.336507,46.40874,51.21285,2.37841,76.734309,8.920039,217.642967,148.20148,21.300043,45.213775,4.867003,0,0,0,0,0,0,8.3e-05,0,0,0.941215,0,0.02873,0.005382,0,0,0.02459
79632,101.25,36.94295,Alces alces,56003281,Cervidae,LC,0,0,-0.864424,13.050175,36.487897,832.868255,16.698471,-19.123557,35.822028,479.147108,106.120612,1.155469,98.809261,286.572113,5.644971,286.572113,5.644971,3230.737999,727.262747,42.307639,-0.387877,43.471806,-41.886825,3886.781211,80.412402,8.903288,60.040298,28.896851,11.062851,107.060421,6.148762,207.148129,161.015889,18.054444,34.836022,4.401424,0.000249,0,0,0.000414,0.001988,0,0,0.000414,0.00174,0.795477,0.000166,0.185802,0.013419,0,0,0.000331
79877,101.25,38.355749,Alces alces,56003281,Cervidae,LC,0,0,0.933737,14.153535,34.656251,977.520812,21.016429,-19.850006,40.866435,363.942494,81.414586,1.798686,99.442017,222.025286,6.475345,222.025286,6.475345,2670.362933,799.206673,58.780146,-0.584637,29.811809,-46.088614,4583.721793,42.291164,9.573139,48.217844,47.848583,3.933574,131.504953,4.785544,196.199964,175.015453,15.112428,27.064469,4.109687,0.00232,0,0,0,0,0,0,0,0.001325,0.672272,0.009858,0.304532,0.009693,0,0,0
80367,101.25,41.16729,Alces alces,56003281,Cervidae,LC,0,0,9.124714,14.491941,28.601208,1320.948524,33.275875,-17.39754,50.673415,45.366123,12.896997,0.035166,89.365282,29.531782,0.46531,29.531782,0.46531,994.175632,1156.028914,96.538115,-0.96508,2.809623,-27.395389,7069.316361,1.731557,14.451384,9.888403,90.103997,0.0076,206.819553,2.530854,171.81553,200.341821,9.063813,14.008666,3.365677,0,0,0,0,0,0,0,0,0,0.004475,0,0,0,0,0,0.995525
80449,101.25,41.634169,Alces alces,56003281,Cervidae,LC,0,0,8.990483,14.456806,28.004879,1361.138081,33.601419,-18.023893,51.625312,37.351961,11.440409,0.047932,90.001014,25.304312,0.366965,25.304312,0.366965,948.783166,1149.920702,96.989231,-0.97,2.402177,-32.475421,7132.567801,1.787876,14.664409,7.631484,92.362552,0.005964,212.77161,2.270186,169.190225,202.616111,8.559341,13.030237,3.246853,0,0,0,0,0,0,0,0,0,8.3e-05,0,0,0,0,0,0.999917
80530,101.25,42.100583,Alces alces,56003281,Cervidae,LC,0,0,8.671196,14.389073,27.553221,1385.147466,33.452917,-18.767841,52.220758,36.685647,11.539542,0.037113,91.919318,25.179395,0.29039,25.179395,0.291863,929.882407,1130.566294,97.110555,-0.969971,2.265351,-37.572537,7099.535418,2.569713,14.511392,18.81165,80.693737,0.494613,218.917301,2.251262,169.79215,201.813426,8.414448,12.904273,3.199929,0,0,0,0,0,0,0,0,0,0.187624,0.005467,0,0.000828,0,0,0.796554
157614,101.540198,21.437516,Alces alces,56003281,Cervidae,LC,0,0,21.370983,9.123538,50.139615,328.04046,29.352533,11.156609,18.195924,1706.420798,340.337629,10.515567,83.806147,924.890362,70.830255,781.214588,75.070289,923.661155,1502.543703,62.908095,0.077487,260.054442,231.335533,2590.026069,71.573156,9.140857,29.371119,2.078209,68.550672,32.388548,47.836284,0.857217,365.147967,65.17141,157.969845,9.441252,0,0.855995,0,0,0,0,0,0.104753,0.020951,0.005631,0,0.006293,0.001408,0.004969,0,0
157615,101.542521,22.212091,Alces alces,56003281,Cervidae,LC,0,0,19.704422,8.527393,46.312767,361.614434,27.861503,9.44645,18.415053,1488.800295,284.621321,16.838216,76.611792,755.739834,70.747494,723.436696,71.366316,1129.296204,1415.077767,58.831609,0.12392,259.376218,207.579118,2637.541487,90.939629,8.637538,29.893641,1.520153,68.586205,30.944572,45.863198,1.40758,364.814013,59.367309,145.177506,8.970197,0,0.821926,0,8.3e-05,0.013673,0,0,0.152718,0.004723,0.006712,0,0.000166,0,0,0,0
157617,101.547477,23.755028,Alces alces,56003281,Cervidae,LC,0,0,18.264079,8.260895,41.555927,410.460356,27.232445,7.360016,19.872429,1168.288782,240.018458,15.500464,84.723176,655.807072,53.165714,642.408004,54.939153,1466.071141,1372.217278,59.733491,-0.162,173.655078,194.647734,2793.942171,115.762302,8.361166,45.723408,6.258456,48.018135,35.458505,41.035768,5.658908,361.5735,50.266644,124.132825,8.110602,0.007125,0.284093,0,0.003231,0.171417,0,0,0.238111,0.271748,0.00116,0,0.009859,0.001243,0.012013,0,0
157620,101.555717,26.052987,Alces alces,56003281,Cervidae,LC,0,0,16.279922,9.636489,42.911452,457.709035,26.537821,4.095435,22.442386,755.034323,157.28213,7.699599,87.809053,425.433792,27.41176,400.73498,27.611858,1881.975129,1316.199151,72.116603,-0.303261,126.474133,174.007393,2949.236339,91.614146,8.860003,54.789277,12.630632,32.580091,34.223359,32.806513,26.917631,340.936436,41.305105,105.039656,7.059842,0.106148,0.072589,0,0.000663,0.134156,0,0,0.216192,0.335598,0.084521,0,0.047564,0.002237,0.000331,0,0
