HID,lon,lat,species,sid,family,category,presence,fraction,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,annualpet,aridityindexthornthwaite,climaticmoistureindex,embergerq,maxtempcoldest,petseasonality,tri,topowet,nontree,bare,tree,etccdi_cdd,etccdi_cwd,etccdi_fd,etccdi_gsl,etccdi_rx1day,etccdi_rx5day,etccdi_sdii,igbp_01,igbp_02,igbp_03,igbp_04,igbp_05,igbp_06,igbp_07,igbp_08,igbp_09,igbp_10,igbp_11,igbp_12,igbp_13,igbp_14,igbp_15,igbp_16
73380,84.217653,38.304769,Alces alces,56003281,Cervidae,LC,0,0,11.439031,18.463199,34.019931,1310.186805,36.593047,-17.679252,54.272298,25.694447,10.068127,0,98.710273,19.555259,0,19.555259,2,1203.957778,1308.936184,98.457024,-0.981163,1.454265,-4.736444,7188.745654,7.717145,13.371951,3.281933,96.718067,0,283.032569,4.146117,185.239469,184.341269,7.756538,15.363001,2.910504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73782,84.25778,35.094939,Alces alces,56003281,Cervidae,LC,0,0,-7.013751,14.874126,35.725759,992.023342,14.486325,-27.129032,41.615357,65.478267,21.708697,0,119.567466,51.095691,0.033928,51.095691,0.498657,4985.651489,547.739805,84.355663,-0.838794,8.344604,-121.978849,3995.249284,17.080949,11.695447,33.501058,66.10027,0.398673,114.78021,12.96407,303.145808,47.69442,13.909415,36.962841,3.94897,0,0,0,0,0,0,0,0,0,0.001077,0,0,0,0,0,0.99884
72979,84.284151,42.386357,Alces alces,56003281,Cervidae,LC,0,0,-2.219949,10.9094,30.151645,963.906939,15.680599,-20.65513,36.335729,275.2635,61.104958,1.711408,97.845385,167.888371,5.883528,167.888371,6.072987,2932.681884,580.511835,56.841159,-0.55865,21.734333,-196.768103,4260.577684,143.553191,7.885412,49.501998,42.458757,8.039245,157.897695,3.437369,172.895589,194.708388,9.34594,16.256068,2.829659,0,0,0,0,0,0,0,0,0.008781,0.666832,0.000994,0.015905,0,0,0.00439,0.303098
73461,84.323405,37.834856,Alces alces,56003281,Cervidae,LC,0,0,11.330158,18.862232,36.009467,1237.146261,36.019788,-16.356171,52.375959,25.992764,9.931472,0,95.778714,19.250413,0,19.250413,1.870181,1306.701417,1301.173529,98.205317,-0.98,1.701719,-4.26293,7098.651645,4.89286,12.602956,8.5488,91.321378,0.129823,238.786508,5.000451,201.331363,166.692737,9.067026,18.367522,3.154588,0,0,0,0,0,0,8.3e-05,0,0,0.065844,0,0,0,0,0,0.934073
72818,84.332095,44.185353,Alces alces,56003281,Cervidae,LC,0,0,2.547853,10.416516,25.597808,1174.765672,22.04129,-20.164892,42.206182,257.614893,46.066738,4.337048,66.160325,127.837562,14.983986,124.473235,15.164938,1783.996608,758.04405,61.933751,-0.581873,20.962384,-165.13826,5516.673888,115.969044,8.315133,46.4173,46.020874,7.561826,67.351731,4.455793,171.297341,192.15961,10.971156,21.000895,3.021783,0.002071,0,0,0,0.000166,0,0,0.000166,0.010272,0.686796,0.012343,0.140739,0.002899,0,0.004887,0.139662
73781,84.345055,34.167793,Alces alces,56003281,Cervidae,LC,0,0,-7.419247,14.39737,35.109838,988.918753,13.919283,-27.069555,40.988838,71.706195,21.700718,0.422313,111.120535,51.898089,1.8552,51.89754,2.106252,5197.352969,532.456872,80.181147,-0.792434,10.803835,-114.290542,3797.349876,41.507796,10.016053,35.744061,63.098304,1.157635,113.312791,13.777617,299.933048,47.074794,15.005663,40.546285,4.116584,0,0,0,0,0,0,0,0,0,0.043244,0,0,0,0,0.000249,0.939276
72658,84.367342,45.979162,Alces alces,56003281,Cervidae,LC,0,0,4.912782,10.986859,25.128701,1242.740892,25.842691,-17.93574,43.778431,224.416223,38.561237,5.474634,56.25348,100.174243,19.475275,96.160844,19.730712,1184.682464,854.479984,75.442168,-0.737372,16.608778,-124.955146,6314.574501,23.154587,10.724771,39.230653,58.899874,1.869473,62.272493,4.290367,169.630701,193.49161,10.543539,20.556912,2.99723,0,0,0,0,0,0,0,0,0,0.503935,0,0.000166,0.000166,0,0,0.495734
73780,84.405772,33.24525,Alces alces,56003281,Cervidae,LC,0,0,-4.006641,15.098462,36.637771,969.681221,17.135642,-24.055863,41.191505,68.8162,19.626394,1,99.511286,46.319453,3.02254,45.757839,3.208271,4897.344811,630.83527,78.323866,-0.778793,14.200371,-80.512244,3865.282474,38.301822,10.247783,41.965912,57.601452,0.432636,90.555255,19.523226,303.241529,37.459439,18.742371,52.177713,4.651678,0,0,0,0,0,0,0.00058,0,0,0.420207,0,0,0,0,0,0.561077
73059,84.424639,41.917107,Alces alces,56003281,Cervidae,LC,0,0,10.673059,13.606444,29.113723,1205.81044,31.669296,-15.026899,46.696195,115.836883,26.724619,1.148953,90.548358,71.46159,4.898763,71.46159,4.930539,1135.559672,1072.856118,92.241347,-0.922292,6.234773,-58.373895,6502.626568,21.449288,11.052694,33.1606,64.999855,1.839545,179.635842,3.32569,169.643501,198.280781,8.990042,15.678186,2.8048,0,0,0,0,0,0,0,0,0,0.175832,0,0.140798,0.002485,0,0.000248,0.680636
73778,84.471109,31.413232,Alces alces,56003281,Cervidae,LC,0,0,-0.906126,14.881117,40.435055,809.439203,18.126205,-18.684677,36.810882,118.015353,19.596965,2.114518,49.909838,45.569676,14.94605,39.991156,28.066316,4738.15241,706.80231,68.176964,-0.669244,27.291298,-38.52328,3514.259403,53.05051,9.677813,37.649343,61.597457,0.7532,79.340051,27.412889,267.473158,70.827451,26.830072,75.700184,5.567633,0,0,0,0,0,0,0.153986,0,0,0.562407,0,0,0,0,0.009034,0.274407
73777,84.484319,30.503188,Alces alces,56003281,Cervidae,LC,0,0,-5.678633,14.128985,38.485114,853.942479,13.506565,-23.221653,36.728219,156.512808,22.146312,1.576909,52.840389,60.538955,11.661616,37.730269,56.937477,5307.218815,582.475224,57.106319,-0.525634,33.912481,-56.617342,2978.741084,80.00514,9.0047,37.08173,61.817818,1.100452,66.705982,38.166249,214.413573,121.818352,39.687452,109.504269,6.95697,0,0,0,0,0,0,0.010844,0,0,0.725248,0,0,0,0,0.004305,0.257119
73776,84.488759,29.596686,Alces alces,56003281,Cervidae,LC,0,0,-2.298802,13.60232,41.988734,698.167564,14.467688,-17.981814,32.449502,259.977377,38.574242,0.827488,55.442026,107.882997,22.607923,47.576069,99.144402,4950.618365,655.504911,56.513962,-0.519487,41.378319,-26.809627,2806.664309,82.683521,9.020574,35.133075,63.79325,1.073675,62.867007,40.345937,201.438829,134.631761,43.028097,118.435982,7.251085,0,0,0,0,0,0,0,0,0,0.6872,0,0,0,0,0.004305,0.308495
72739,84.525758,45.511897,Alces alces,56003281,Cervidae,LC,0,0,7.594019,10.656703,21.96941,1417.892915,29.598145,-19.295749,48.893894,160.69687,28.879329,3.833109,60.949869,76.808585,13.903807,74.137088,14.153041,781.823343,971.268248,84.07644,-0.830663,11.417309,-124.431716,7090.029525,14.972342,11.547311,37.948367,60.418904,1.632728,66.413421,4.071443,166.725443,196.388917,9.973997,18.981979,2.900993,0,0,0,0,0,0,0,0,0,0.37911,0,0,0.0082,0,0,0.612689
73862,84.653591,33.671286,Alces alces,56003281,Cervidae,LC,0,0,-4.362725,14.95477,36.067526,982.555633,16.735878,-24.716884,41.452762,69.437772,19.989402,0.997524,103.529667,47.960354,2.997524,47.602455,2.997524,4908.152379,613.531701,79.966485,-0.795624,12.52283,-89.2343,3915.444162,38.089436,10.42825,36.72743,62.591692,0.680879,96.222261,15.595448,304.334913,38.453179,16.605526,45.309306,4.326103,0,0,0,0,0,0,0,0,0,0.306845,0.000166,0,0,0,0,0.67766
73783,84.681407,35.958593,Alces alces,56003281,Cervidae,LC,0,0,-8.45289,14.858151,35.651805,993.65653,13.202641,-28.46776,41.670401,85.393299,28.66229,0,123.678348,66.973388,0.002419,66.973388,0.009943,5056.239606,501.372726,82.98892,-0.823931,8.255491,-141.513052,3859.688386,25.483405,10.835072,30.371265,69.404896,0.22384,145.227397,10.963785,278.179752,76.80601,12.840776,32.723081,3.814492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73860,84.731228,31.835317,Alces alces,56003281,Cervidae,LC,0,0,-2.926189,14.611412,38.194807,885.817832,16.717127,-21.539636,38.256762,101.833042,20.178894,2.062645,57.827329,47.855658,12.788026,43.610951,17.811848,4941.731576,655.608851,70.351468,-0.694777,22.330584,-56.128193,3538.363507,67.144182,9.256145,39.557163,59.887166,0.555671,89.975402,22.098778,289.992414,49.2237,20.738669,58.069801,4.963924,0,0,0,0,0,0,0.135663,0,0,0.525095,0,0,0,0,0,0.33891
78840,84.732135,46.830177,Alces alces,56003281,Cervidae,LC,0,0,0.306241,10.870804,28.373328,1061.084944,19.516322,-18.811349,38.327671,355.333823,54.833535,9.505704,49.740578,147.31369,33.792254,136.351438,34.052235,1794.919332,689.555623,60.111878,-0.552255,25.182626,-125.542171,5254.09548,64.302194,8.966501,70.707579,23.782357,5.510064,53.338399,5.09772,177.848889,185.615238,11.803184,24.893521,3.255311,0,0,0,0,0,0.000166,0,0.005053,0.017231,0.925358,0,0.05012,0,8.3e-05,0,0.001988
73864,84.752905,35.491082,Alces alces,56003281,Cervidae,LC,0,0,-6.854027,15.155751,35.880652,1002.554145,14.819052,-27.411071,42.230123,75.256815,25.217731,0.001895,122.204417,59.091445,0.046507,59.091445,0.136631,4935.339371,541.141573,83.824608,-0.833937,8.435366,-126.47433,3993.259679,19.270665,11.365058,29.279869,70.114836,0.605295,115.055029,12.699891,301.628686,49.596003,13.750709,36.195419,3.907504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001657,0.968605
73858,84.75469,30.015424,Alces alces,56003281,Cervidae,LC,0,0,-7.293216,13.978281,38.668339,840.134165,11.720815,-24.397863,36.118678,178.610501,27.245988,0.390792,60.096987,77.288291,9.839812,31.329038,75.317526,5491.846126,545.313272,56.679613,-0.499806,34.073126,-59.772803,2781.137181,85.239217,8.88616,35.422944,63.159086,1.41797,58.692263,38.290741,232.055658,92.32588,35.038767,98.493825,6.382011,0,0,0,0,0,0,0,0,0,0.664013,0.000249,0,0,0,0.020154,0.275525
73060,84.772117,42.779366,Alces alces,56003281,Cervidae,LC,0,0,-5.062407,11.781112,28.534392,1116.709914,14.305164,-27.164955,41.47012,300.407848,64.478543,2.301928,93.220742,177.029729,7.456814,177.029729,7.456814,3037.644159,535.075683,48.952565,-0.477643,25.19564,-204.465487,4035.36471,102.018759,8.798906,63.10933,29.649364,7.241306,140.50343,3.389703,175.795087,191.927372,9.306784,15.934506,2.823379,0,0,0,0,0,0,0,8.3e-05,0,0.862029,0,0.029731,0,0,0.000663,0.107495
73945,84.816385,35.024538,Alces alces,56003281,Cervidae,LC,0,0,-7.314328,14.799674,35.387404,997.439905,14.367741,-27.444712,41.812453,77.157726,24.916819,0.009247,118.328954,58.508966,0.306708,58.508966,1.019235,5026.446521,537.120929,82.600823,-0.820948,9.210577,-121.825082,3921.482725,14.605195,11.924763,34.961321,64.753474,0.285205,97.079329,14.442974,323.745583,23.906583,13.583941,37.216115,3.852046,0,0,0,0,0,0,0,0,0,0.003563,0,0,0,0,0,0.996437
73944,84.898033,34.097668,Alces alces,56003281,Cervidae,LC,0,0,-5.959565,15.121778,35.716552,1006.696637,15.662526,-26.671839,42.334365,76.115606,22.489726,0.639921,108.253281,53.67055,2.485971,53.592175,2.487065,5038.188883,566.71581,80.100454,-0.795269,11.482896,-104.016948,3868.539808,22.807056,11.101514,37.327687,62.273118,0.399195,112.55653,13.490856,296.973283,50.718767,15.211236,39.982418,4.105199,0,0,0,0,0,0,0,0,0,0.043241,0,0,0,0,0,0.950298
73141,84.911159,42.310004,Alces alces,56003281,Cervidae,LC,0,0,-0.221728,10.949949,31.394264,909.088204,17.033146,-17.997437,35.030583,239.351682,55.462568,1.211245,101.690255,150.73704,4.159499,150.73704,4.310888,2749.861597,643.496099,64.275194,-0.638149,19.323983,-162.84829,4537.566056,146.500298,7.818884,41.298716,50.585069,8.116215,136.871481,3.290461,178.620486,189.616433,9.263639,15.544124,2.820148,0,0,8.3e-05,0,0,0,0,0.000331,0.001326,0.652167,0.00116,0.002486,0,0,8.3e-05,0.342365
73382,84.943429,40.037423,Alces alces,56003281,Cervidae,LC,0,0,12.060476,17.281823,32.114254,1343.138025,36.63744,-17.175445,53.812885,41.563727,13.749567,0,101.266847,30.68444,0.829075,30.68444,1.849785,961.790429,1270.611474,98.101676,-0.98,1.761907,-9.181823,7118.545128,22.113766,12.056444,2.975565,97.024435,0,400.591321,1.381751,142.300867,231.529446,5.019366,7.23123,2.753236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73942,84.989903,32.257637,Alces alces,56003281,Cervidae,LC,0,0,-1.832714,15.044658,38.70522,891.761475,18.088562,-20.776944,38.865506,95.0884,20.505127,1.925894,67.252927,49.094312,8.831717,44.707614,11.801972,4767.103406,687.067166,73.765924,-0.734252,19.758103,-54.073738,3729.227925,35.29509,10.462681,39.210282,60.290507,0.499212,103.393334,17.253616,291.766207,52.467224,18.744095,51.147235,4.703793,0,0,0,0,0,0,0.109095,0,0,0.492296,0,0,0,0,0,0.35835
73941,85.010857,31.344021,Alces alces,56003281,Cervidae,LC,0,0,-3.46971,14.213513,38.670911,848.014938,15.479853,-21.276289,36.756142,121.828937,19.793439,2.695554,48.590189,48.095833,15.913257,41.322452,28.080829,5062.044534,637.428266,67.838708,-0.669222,24.070776,-54.052646,3369.590478,72.230654,9.111382,37.042907,61.755363,1.201729,83.223804,26.48417,269.552005,69.973265,26.313875,73.580713,5.530636,0,0,0,0,0,0,0.058108,0,0,0.775681,8.3e-05,0,0,0,0.003725,0.119609
73940,85.020383,30.434264,Alces alces,56003281,Cervidae,LC,0,0,-4.945674,14.122626,39.424097,819.102919,13.760526,-22.091026,35.851552,154.715533,22.430341,1.765377,51.897623,61.004463,12.845706,31.209662,56.28847,5295.401916,595.089192,61.965176,-0.595042,28.62445,-53.248339,3033.192998,87.451149,8.866446,35.146379,63.746188,1.107432,65.849037,36.554257,228.534895,103.169572,35.091367,98.034955,6.437626,0,0,0,0,0,0,0.046714,0,0,0.725837,0,0,0,0,0.00339,0.22406
73939,85.021362,29.528033,Alces alces,56003281,Cervidae,LC,0,0,-2.001499,13.24244,41.951215,684.041299,14.47243,-17.136428,31.608857,244.222004,38.579816,1.061318,58.626506,105.844249,19.008347,33.582616,96.809547,4984.11094,662.172084,60.746983,-0.591225,34.132827,-25.942824,2859.60806,106.302664,8.411292,34.197788,64.009257,1.792955,63.390761,38.781888,213.030378,120.334876,39.168275,108.915415,6.831922,0,0,0,0,0,0,0.001823,0,0,0.892203,0,0,0,0,0.001077,0.104897
72820,85.038615,45.900428,Alces alces,56003281,Cervidae,LC,0,0,7.953132,10.729991,21.606526,1451.759217,30.623,-19.242439,49.865438,148.311255,27.515291,3.65409,57.963706,68.560156,13.053753,67.369965,14.480958,639.771852,993.230606,86.532053,-0.856085,9.940754,-111.499354,7201.356688,15.396825,11.862827,22.264383,76.444956,1.290662,69.966965,4.074537,170.801046,192.762418,9.69268,18.772838,2.867655,0,0,0,0,0,0,0,0,0,0.024105,0,0.003148,0.003893,0,0.007787,0.961067
73222,85.046239,41.840339,Alces alces,56003281,Cervidae,LC,0,0,11.209712,14.924517,28.968693,1305.696009,33.746115,-17.721451,51.467566,88.120509,20.908578,0.999761,88.090726,54.174661,4.303884,54.174661,4.449864,962.447419,1119.017443,93.915358,-0.939687,5.199366,-38.398541,6620.492376,10.793317,12.144287,25.633638,73.021221,1.345141,190.33487,2.683906,165.408809,203.080359,7.781784,12.715439,2.660104,0,0,0,0,0,0,0,0,0,0.126294,0,0.003975,0.000331,0,0.00058,0.86882
73463,85.061628,39.56707,Alces alces,56003281,Cervidae,LC,0,0,11.730002,17.494406,32.291913,1342.494565,36.359088,-17.816647,54.175735,34.771293,12.523935,0,105.647214,27.11562,0.053518,27.11562,1.044674,1013.298971,1283.561339,98.390805,-0.98,1.499833,-8.373955,7164.294179,8.429639,12.789006,3.187835,96.812165,0,323.968437,2.089643,157.860483,214.712336,6.442011,10.59094,2.761764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73784,85.08808,36.822581,Alces alces,56003281,Cervidae,LC,0,0,-8.069003,13.471683,34.20149,948.586754,12.039674,-27.09102,39.130694,102.100111,33.866718,0.039018,124.253455,79.754546,0.434537,78.506143,0.457605,4807.027894,522.294273,82.5621,-0.821809,8.083962,-144.605627,3967.019875,98.912465,8.78856,23.028103,75.940046,1.031851,200.64317,6.667204,231.326202,133.129387,10.569497,23.215923,3.34492,0,0,0,0,0,0,0,0,0,0.006959,0,0,0,0,0.041587,0.951454
73061,85.125037,43.638898,Alces alces,56003281,Cervidae,LC,0,0,-7.996809,8.292646,26.025001,906.666038,8.550468,-23.319135,31.869603,386.140549,79.667165,3.632973,87.441836,215.427766,12.423956,215.207456,12.604833,3622.848213,430.131431,26.388359,-0.126721,34.922784,-216.847064,3479.579748,201.962052,7.407963,30.796434,64.784382,4.419184,114.477875,3.178711,168.438639,197.554908,8.50194,14.632857,2.698392,0.000248,0,0,0,0,0,0,8.3e-05,0.003396,0.305475,0.000745,0,0,0,0.142301,0.547503
73302,85.177249,41.370406,Alces alces,56003281,Cervidae,LC,0,0,11.43218,15.870911,30.018775,1323.560418,34.551534,-18.346385,52.897919,65.420925,17.139047,0.994511,90.687616,42.351415,3.264462,42.351415,3.354362,908.487164,1174.919375,95.850978,-0.958686,3.70604,-23.505515,6774.779569,0.675575,15.102873,18.597094,81.05086,0.352046,237.80354,2.284343,159.905772,210.403999,6.967285,11.043381,2.628454,0,0,0,0,0,0,0.002569,0,0,0.043514,0,8.3e-05,0,0,0,0.953833
72901,85.190741,45.432548,Alces alces,56003281,Cervidae,LC,0,0,8.717938,11.552472,19.988248,1656.402916,33.831696,-23.923884,57.75558,115.523396,19.984022,3.366627,51.492658,51.305264,12.483363,50.495109,13.446582,277.936388,1093.207885,90.342592,-0.898433,7.512705,-105.186357,7814.463391,1.516167,14.596047,30.809519,67.641347,1.549134,75.553679,3.68131,165.704957,197.855906,8.90707,16.486164,2.729722,0,0,0,0,0,0,0,0,0,0.211298,0.005053,0.058975,0.00323,0,0.005053,0.716392
74024,85.203807,33.600031,Alces alces,56003281,Cervidae,LC,0,0,-7.053557,14.489249,35.200443,984.657424,14.359166,-26.776585,41.135751,85.677427,24.329264,1,106.180671,59.60829,3.006091,57.757689,3.008306,5195.448922,546.634591,76.382948,-0.755494,13.50498,-101.81671,3701.680164,42.64436,9.856314,38.602474,60.157686,1.23984,100.019975,15.295946,297.118618,48.13536,17.022687,45.823825,4.435762,0,0,0,0,0,0,0,0,0,0.759589,0,0,0,0,0.000828,0.236931
73946,85.246036,35.885425,Alces alces,56003281,Cervidae,LC,0,0,-8.183779,14.870834,35.32746,1007.071361,13.612767,-28.474647,42.087414,95.10567,31.409483,0.000807,122.885685,73.400602,0.05539,73.400602,0.16586,5027.364054,505.148132,81.827851,-0.812434,8.944151,-137.23841,3855.956691,22.173835,11.02685,30.429977,69.048891,0.521132,122.709883,11.364001,288.981965,62.88858,13.962569,35.350718,3.93115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166,0.999834
74022,85.272686,31.764714,Alces alces,56003281,Cervidae,LC,0,0,-4.354374,14.674144,38.563756,879.242541,15.278891,-22.764663,38.043554,112.688383,21.741725,2.644766,57.996728,53.792089,13.689698,47.304895,18.54824,5103.178702,622.141634,69.784296,-0.690871,21.114029,-62.732122,3462.105304,74.872124,9.184805,37.960762,61.207226,0.832013,91.923219,21.392828,288.486361,53.266781,20.344485,56.441513,4.929911,0,0,0,0,0,0,0.021047,0,0,0.758701,0,0,0,0,0.010689,0.209231
74021,85.285613,30.85323,Alces alces,56003281,Cervidae,LC,0,0,-1.289261,13.432593,39.382225,774.410185,16.257593,-17.742033,33.999627,149.005818,22.143142,2.897483,45.65062,52.946628,18.5769,36.14499,42.288366,4859.468535,695.741803,68.617176,-0.684251,25.451191,-34.574871,3370.402229,60.38165,10.051754,35.920196,62.777592,1.302212,73.547496,33.962852,230.65302,107.509893,35.003112,96.752297,6.422187,0,0,0,0,0,0,0.120994,0,0,0.620621,8.3e-05,0,0,0,0.000166,0.123147
73383,85.304071,40.900244,Alces alces,56003281,Cervidae,LC,0,0,11.798545,16.059321,30.879384,1309.953401,35.08312,-16.90436,51.98748,51.764359,15.011363,0.367022,94.099112,35.437298,2.278456,35.437298,2.509573,909.288175,1214.429703,96.8995,-0.968746,2.82426,-15.356389,6897.90748,1.407675,14.992321,12.816372,86.764056,0.419572,268.653813,2.370438,164.080363,207.059716,6.984675,11.684093,2.69768,0,0,0,0,0,0,0.001406,0,0,0.113418,0,0.001737,0,0,0,0.883438
74107,85.374476,34.951519,Alces alces,56003281,Cervidae,LC,0,0,-8.142229,14.255516,34.568559,996.399294,13.4886,-27.724821,41.213421,92.433157,29.295928,0.022847,118.638384,68.631187,1.043938,68.631187,1.333371,5129.175776,513.782841,79.826995,-0.792037,10.349911,-124.20881,3803.323675,20.565999,11.366599,36.948356,62.003874,1.04777,104.930666,13.386669,312.829519,35.021011,14.05819,37.374912,3.93523,0,0,0,0,0,0,0,0,0,0.150195,0,0,0,0,0,0.84964
73705,85.38578,38.15598,Alces alces,56003281,Cervidae,LC,0,0,10.829728,17.73345,34.562118,1221.539975,34.464672,-16.799696,51.264368,33.161009,11.984124,0,98.715079,24.445653,0.056273,24.445653,1.999735,1258.922128,1276.916645,98.337099,-0.98329,1.5568,-11.145301,7072.380672,3.684627,12.017746,14.426486,85.100304,0.47321,229.894743,5.456183,215.172564,151.676376,9.77813,20.609714,3.221742,0,0,0,0,0,0,0.000497,0,0,0.228316,0,0.004391,0.002071,0,0,0.764725
73223,85.403327,42.700269,Alces alces,56003281,Cervidae,LC,0,0,-6.211074,10.783369,27.994681,1049.239293,12.409746,-26.127257,38.537004,309.772566,69.325019,1.868461,97.202299,187.84716,6.380327,187.84716,6.389616,3318.775903,525.429797,46.52975,-0.453805,26.162664,-179.375859,3947.973421,113.00817,8.489728,47.522071,49.469416,3.008513,151.651203,2.907713,171.619335,196.460941,8.3427,13.688304,2.705657,0,0,0,0,0,0,0,0,0,0.638999,0,0,0,0,0.031229,0.329771
74106,85.450523,34.024966,Alces alces,56003281,Cervidae,LC,0,0,-5.779809,15.026053,35.759353,999.474123,15.683637,-26.324302,42.007939,88.210067,25.429458,0.864697,107.833258,61.417176,2.839519,60.472579,2.839519,5031.863454,567.645785,78.364263,-0.779018,12.503761,-101.503883,3831.481106,34.056203,10.394528,41.169076,58.424767,0.406157,97.327241,14.203545,306.383942,38.422908,16.040313,42.33726,4.231785,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.585253
74105,85.501465,33.103068,Alces alces,56003281,Cervidae,LC,0,0,-5.334333,15.052466,36.579587,974.734711,15.923956,-25.209218,41.133174,93.425614,24.61929,1.014192,95.949058,61.361498,3.66874,57.128598,4.563401,5072.239636,590.27938,74.875354,-0.744968,15.570934,-85.664429,3698.738245,39.179075,10.218866,39.148781,60.328506,0.522713,95.805212,18.626744,295.6763,48.402824,18.914857,51.755699,4.714874,0,0,0,0,0,0,0.12003,0,0,0.630716,0,0,0,0,0.001408,0.243373
74104,85.533151,32.185622,Alces alces,56003281,Cervidae,LC,0,0,-2.693969,15.061484,38.249305,914.905751,17.429928,-21.954261,39.384189,108.618031,23.087601,2.207688,67.912072,57.448137,9.59857,50.59339,12.676473,4909.837625,656.668816,72.928513,-0.72842,19.260103,-59.665444,3645.336599,51.102927,9.793837,39.715694,59.96208,0.322226,96.74368,19.20352,290.594005,53.273298,19.438298,53.302819,4.799299,0,0,0,0,0,0,0.013665,0,0,0.679834,0,0,0,0,0,0.306501
73544,85.544611,39.959417,Alces alces,56003281,Cervidae,LC,0,0,11.965212,17.473575,32.429956,1338.350058,36.667068,-17.213016,53.880084,36.327841,12.634321,0,103.79775,27.824081,0.315608,27.824081,1.032151,957.999833,1270.254202,98.154316,-0.98,1.713733,-8.485611,7116.028866,28.158269,11.005205,3.18313,96.81687,0,322.315712,2.077506,157.011074,215.420933,6.37815,10.454257,2.758216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74100,85.544934,28.554233,Alces alces,56003281,Cervidae,LC,0,0,-4.243188,12.441717,41.700968,667.84023,11.408153,-18.570167,29.978319,371.000867,55.967511,7.721469,49.572331,146.711653,40.513306,84.255023,122.340335,5036.516808,640.908331,65.254181,-0.446441,45.972546,-21.277466,2570.45419,169.782891,7.964579,34.643276,61.367559,3.989165,58.878985,50.197231,120.263452,228.186056,58.575968,161.145297,8.867642,0.003395,0,0,0.001325,0.012173,0,0,0.014492,0.000828,0.325273,0,8.3e-05,0,0,0.079,0.540825
78839,85.566532,46.281331,Alces alces,56003281,Cervidae,LC,0,0,7.866824,11.643635,21.872497,1519.851673,31.636606,-21.648804,53.28541,161.831513,27.589269,5.069914,47.798009,68.19119,17.435481,65.164208,19.475631,536.854032,983.54226,87.241927,-0.867798,9.290998,-90.221245,7002.95138,13.810171,11.5395,23.366721,75.863014,0.770264,70.59016,4.369172,176.230694,187.855449,10.219834,20.532027,2.982434,0,0,0,0,0,0,0,0,0,0.106536,0,0.00729,0.00116,0,0,0.884682
73143,85.627332,44.026729,Alces alces,56003281,Cervidae,LC,0,0,4.820133,10.729846,23.80651,1307.40086,25.174592,-20.6762,45.850792,206.694685,35.632969,3.572592,66.770036,101.339503,12.125825,98.577976,12.125825,1340.689549,880.994723,75.716824,-0.753422,15.880072,-108.772762,6080.145214,63.069096,9.383355,60.494883,31.773543,7.731574,94.547917,3.332418,168.837401,196.243271,8.456706,14.916077,2.661632,0.017147,0,0.000166,0,0.000746,0,0,0.00555,0.006213,0.803264,0.007538,0.13494,0.001243,0,0,0.023194
73625,85.658021,39.488858,Alces alces,56003281,Cervidae,LC,0,0,11.650057,17.499364,32.467476,1332.314062,36.09341,-17.804787,53.898196,32.56353,12.009944,0,104.974518,25.497414,0.042901,25.497414,1.002804,1004.341542,1285.344094,98.364838,-0.98,1.525908,-8.057295,7181.6641,13.585659,12.552516,3.049038,96.950713,0.000249,300.266773,2.328806,162.716182,209.413745,6.86415,11.683456,2.781139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73947,85.659436,36.746665,Alces alces,56003281,Cervidae,LC,0,0,-8.20504,15.022369,35.629831,1001.992238,13.307026,-28.818692,42.125718,111.378995,37.370597,0,127.09625,87.589302,0.055094,87.589302,0.102517,4890.379028,501.607984,81.454383,-0.810647,8.796814,-145.047882,3865.102399,34.702633,10.413879,28.781544,70.857602,0.360854,169.407014,8.050699,250.314003,109.766762,11.827401,27.308885,3.573556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001159,0.998841
79247,85.677618,48.042627,Alces alces,56003281,Cervidae,LC,0,0,5.13415,11.652608,22.922932,1461.026839,28.666961,-22.172125,50.839087,287.828654,42.073957,10.071459,39.592474,105.582728,34.125038,96.094629,39.067192,458.483049,871.008692,83.373259,-0.783327,14.038403,-102.981751,6490.806315,5.168518,12.960827,45.291384,52.310737,2.397879,50.838467,5.936369,193.433764,170.140287,13.124815,28.858459,3.453246,0,0,0,0,0,0,0,0,0,0.826073,0,0.02377,0.000828,0,0,0.149329
