HID,lon,lat,species,sid,family,category,presence,fraction,bio02,bio15,bio19,elevation,aridityindexthornthwaite,maxtempcoldest,tri,topowet,nontree,etccdi_cwd,landcover_igbp
73453,83.410816,30.633729,Ovis ammon,15733,Bovidae,NT,1,1,14.011975,69.946492,55.300094,5419.401318,51.634995,-68.167012,93.268828,8.707059,34.81794,37.698012,10
73454,83.390246,31.544239,Ovis ammon,15733,Bovidae,NT,1,1,12.673016,79.657864,23.480259,5169.409193,57.604318,-66.741003,81.676667,8.923152,35.245716,28.706952,16
73455,83.357376,32.458649,Ovis ammon,15733,Bovidae,NT,1,1,14.696481,94.924356,7.243376,4744.177107,73.627298,-58.597264,63.871541,9.695212,36.638394,23.133371,16
73456,83.308243,33.377258,Ovis ammon,15733,Bovidae,NT,1,1,14.300633,109.419652,3,5178.508637,78.728126,-99.338201,59.821934,9.326106,37.890198,20.468887,16
73457,83.237719,34.300299,Ovis ammon,15733,Bovidae,NT,1,1,14.142566,114.703957,1.019274,5224.923047,83.428304,-119.947552,41.9393,10.207882,33.240724,14.380407,16
73458,83.139117,35.227878,Ovis ammon,15733,Bovidae,NT,1,1,14.247811,119.260422,0.022496,5005.914466,87.317219,-127.378781,18.393863,11.491224,29.347714,13.865969,16
73459,83.550474,36.096942,Ovis ammon,15733,Bovidae,NT,1,1,14.670954,124.641812,0.001877,5147.846676,84.707305,-150.944614,24.991271,10.790148,28.803848,10.674125,16
73460,83.943404,36.966283,Ovis ammon,15733,Bovidae,NT,0,0,15.83295,103.419955,0.194942,2603.606634,95.597758,-47.936716,48.968817,8.95271,28.881425,7.275155,16
73461,84.323405,37.834856,Ovis ammon,15733,Bovidae,NT,0,0,18.862232,95.778714,1.870181,1306.701417,98.205317,-4.26293,4.89286,12.602956,8.5488,5.000451,16
73462,84.694926,38.701947,Ovis ammon,15733,Bovidae,NT,0,0,18.091648,101.747425,1.862093,1152.429099,98.470732,-7.986574,17.066129,12.59302,3.293083,3.170346,16
73463,85.061628,39.56707,Ovis ammon,15733,Bovidae,NT,0,0,17.494406,105.647214,1.044674,1013.298971,98.390805,-8.373955,8.429639,12.789006,3.187835,2.089643,16
73464,85.426574,40.429898,Ovis ammon,15733,Bovidae,NT,0,0,16.99287,98.013431,1.960172,921.903389,97.661005,-10.495249,15.344972,13.376866,2.20989,2.161209,16
73465,85.792377,41.290211,Ovis ammon,15733,Bovidae,NT,0,0,15.28283,87.208216,2.736914,894.905445,96.172736,-15.186908,0.667591,15.103747,32.118153,2.245366,16
73466,86.16131,42.147864,Ovis ammon,15733,Bovidae,NT,1,0.199738,12.740803,94.957953,3.033868,1356.05332,89.181974,-31.724462,30.226517,10.749567,33.182485,2.50057,16
73467,86.535384,43.002761,Ovis ammon,15733,Bovidae,NT,1,1,10.652374,95.702182,6.669865,3255.442549,48.818227,-137.222572,151.458862,7.921548,43.087375,2.838014,10
73468,86.916422,43.854837,Ovis ammon,15733,Bovidae,NT,1,1,11.071621,56.828639,17.475335,1161.971587,76.879804,-77.560705,46.443095,10.012646,51.083906,2.931987,10
73532,83.691167,29.242981,Ovis ammon,15733,Bovidae,NT,1,0.676063,12.777997,64.058168,119.546348,5338.059671,51.232793,-47.681648,124.167812,8.389662,30.391119,42.365536,16
73533,83.685151,30.148162,Ovis ammon,15733,Bovidae,NT,1,1,14.562793,57.502957,81.638695,4906.144822,51.568178,-32.837825,58.056467,9.944259,38.070344,38.412339,10
73534,83.671306,31.056744,Ovis ammon,15733,Bovidae,NT,1,1,13.028468,65.348365,37.839985,5326.866611,52.983376,-67.773671,90.809459,8.724228,35.022522,33.921689,10
73535,83.646927,31.969058,Ovis ammon,15733,Bovidae,NT,1,1,13.569356,79.671879,14.260328,4953.779133,66.795107,-61.060323,82.790934,8.819941,38.115696,25.873985,10
73536,83.60856,32.885422,Ovis ammon,15733,Bovidae,NT,1,1,15.024766,98.736151,3.966651,4799.684437,77.42579,-69.314079,37.633259,10.180669,37.939958,20.50845,16
73537,83.551764,33.806111,Ovis ammon,15733,Bovidae,NT,1,1,14.24663,111.45878,2.16938,5157.719707,81.072672,-106.349749,48.100015,9.969838,37.385891,13.992396,16
73538,83.470783,34.731314,Ovis ammon,15733,Bovidae,NT,1,1,14.545121,117.421915,0.417689,5148.992132,84.71171,-124.322876,26.847377,10.774915,35.761748,13.777386,16
73539,83.628826,35.629373,Ovis ammon,15733,Bovidae,NT,1,1,15.578567,119.461355,0.005128,4943.951369,86.840332,-131.875251,14.190478,11.777214,26.525739,11.67557,16
73540,84.033501,36.497402,Ovis ammon,15733,Bovidae,NT,1,0.727037,13.896347,121.64754,0.011182,4664.134805,87.082702,-134.623157,110.890497,8.716825,28.549121,8.366385,16
73541,84.422976,37.365157,Ovis ammon,15733,Bovidae,NT,0,0,16.91686,100.061575,0.591369,1856.481372,97.226396,-22.316152,13.623464,10.518439,14.803699,5.205427,16
73542,84.802113,38.231774,Ovis ammon,15733,Bovidae,NT,0,0,18.450115,100.829963,2,1219.293185,98.371892,-7.488518,3.909815,13.099152,3.578753,4.930164,16
73543,85.174889,39.096662,Ovis ammon,15733,Bovidae,NT,0,0,17.724544,105.10997,1.038422,1084.234372,98.447301,-8.92271,16.346685,12.179569,3.027127,2.424941,16
73544,85.544611,39.959417,Ovis ammon,15733,Bovidae,NT,0,0,17.473575,103.79775,1.032151,957.999833,98.154316,-8.485611,28.158269,11.005205,3.18313,2.077506,16
73545,85.914082,40.819762,Ovis ammon,15733,Bovidae,NT,0,0,16.610797,93.401789,1.824836,902.401464,97.11384,-10.368933,7.996217,14.330517,4.035188,2.392636,16
73546,86.285717,41.677513,Ovis ammon,15733,Bovidae,NT,1,0.284848,13.438002,87.370361,2.852751,1041.700427,94.408906,-16.724591,14.078533,12.569497,35.170671,2.349282,16
73547,86.661643,42.532544,Ovis ammon,15733,Bovidae,NT,1,0.066525,11.345296,99.388531,3.694152,2434.070897,70.362224,-79.447317,132.243118,8.151233,34.23992,2.654249,10
73548,87.043766,43.384768,Ovis ammon,15733,Bovidae,NT,1,1,10.674998,82.603291,9.750828,2414.147848,62.498191,-100.337238,122.990819,8.121212,47.036674,2.774952,10
73549,87.433829,44.234126,Ovis ammon,15733,Bovidae,NT,1,0.466803,11.757471,37.622819,23.507515,478.5198,83.59584,-73.691869,2.455206,12.98125,56.724878,2.905196,10
73614,83.955695,29.66294,Ovis ammon,15733,Bovidae,NT,1,1,13.268111,54.365374,102.676556,4807.041317,52.271553,-21.45498,63.716006,9.69561,36.15951,41.760238,10
73615,83.947793,30.569676,Ovis ammon,15733,Bovidae,NT,1,1,14.081722,60.134094,54.476234,5571.898749,52.482951,-73.970585,92.312182,8.812063,33.668265,35.652431,10
73616,83.930902,31.479971,Ovis ammon,15733,Bovidae,NT,1,1,13.719477,59.017044,26.539965,4764.590945,64.759432,-42.082446,63.779091,9.58723,36.625386,28.205931,16
73617,83.902,32.394154,Ovis ammon,15733,Bovidae,NT,1,1,15.343958,80.168942,8.95833,4652.213264,74.113421,-51.691939,36.16034,10.720814,38.07136,21.639689,16
73618,83.857228,33.312527,Ovis ammon,15733,Bovidae,NT,1,1,15.080137,100.911849,3.014433,4767.385713,80.265087,-75.599848,34.517252,10.567123,40.899639,20.189255,16
73619,83.79161,34.235338,Ovis ammon,15733,Bovidae,NT,1,1,14.504952,114.26183,1.250176,5077.290842,82.796259,-110.393749,34.52998,10.458039,35.357718,13.993687,16
73620,83.698682,35.162721,Ovis ammon,15733,Bovidae,NT,1,1,14.668794,120.550074,0.192235,5061.700397,85.257891,-127.86764,21.000963,11.116753,32.471273,12.351176,16
73621,84.116212,36.0291,Ovis ammon,15733,Bovidae,NT,1,1,15.129188,123.305372,0.002681,5089.624813,84.048664,-145.561353,25.509174,10.705311,29.538347,10.792886,16
73622,84.516061,36.895788,Ovis ammon,15733,Bovidae,NT,1,0.160969,13.239051,116.662907,0.37454,3981.087966,88.540162,-110.042227,128.552466,8.06093,30.582269,6.154812,16
73623,84.903552,37.761751,Ovis ammon,15733,Bovidae,NT,0,0,18.639438,97.390688,1.606372,1454.335768,97.916885,-12.577439,10.60851,11.359882,2.244523,4.48523,16
73624,85.283012,38.626272,Ovis ammon,15733,Bovidae,NT,0,0,17.978373,103.623914,1.756129,1157.074175,98.488098,-9.598944,12.09769,13.281904,3.273603,3.730987,16
73625,85.658021,39.488858,Ovis ammon,15733,Bovidae,NT,0,0,17.499364,104.974518,1.002804,1004.341542,98.364838,-8.057295,13.585659,12.552516,3.049038,2.328806,16
73626,86.03159,40.349169,Ovis ammon,15733,Bovidae,NT,0,0,17.317085,98.438258,1.026506,920.299677,97.677089,-7.887314,30.151668,11.830469,2.447813,2.303389,16
73627,86.406297,41.206972,Ovis ammon,15733,Bovidae,NT,0,0,15.622738,85.450611,2.220809,887.141909,96.375585,-8.75023,1.640631,14.883401,26.469724,2.506474,16
73628,86.784393,42.062107,Ovis ammon,15733,Bovidae,NT,1,0.991121,11.907008,83.534965,3.684471,1059.584527,92.162046,-16.106133,2.035232,13.661419,38.946033,2.566461,12
73629,87.16788,42.914464,Ovis ammon,15733,Bovidae,NT,1,0.628538,10.565393,95.993123,6.520164,3262.639202,52.6137,-127.290021,140.39084,7.961916,40.445972,2.697166,10
73630,87.558575,43.763963,Ovis ammon,15733,Bovidae,NT,1,1,11.25361,47.746905,22.408612,1055.849208,76.743899,-79.501895,26.288245,10.497326,47.217709,2.76802,10
73695,84.222795,29.178028,Ovis ammon,15733,Bovidae,NT,1,0.911288,13.269111,52.64991,119.612057,4969.078815,54.805988,-25.623837,105.886876,8.580828,31.232552,41.7564,16
73696,84.220149,30.083002,Ovis ammon,15733,Bovidae,NT,1,1,14.377215,57.909868,77.841593,5284.873303,52.984463,-51.187201,84.091539,9.009865,36.092364,39.938522,10
73697,84.209868,30.991359,Ovis ammon,15733,Bovidae,NT,1,1,12.847255,50.108034,41.417769,4898.577469,61.668789,-41.587607,66.501546,9.38744,36.869769,32.957097,10
73698,84.189304,31.903433,Ovis ammon,15733,Bovidae,NT,1,1,14.18594,63.91947,16.401136,4854.875708,69.504717,-53.534147,77.549769,9.001242,39.262918,25.167814,10
73699,84.155088,32.819545,Ovis ammon,15733,Bovidae,NT,1,1,15.420866,90.661871,5.112109,4774.979118,76.716477,-66.054404,34.449967,10.551283,39.517769,20.441806,16
73700,84.102903,33.73998,Ovis ammon,15733,Bovidae,NT,1,1,14.727555,104.98808,2.683181,4956.773597,80.9336,-93.729487,45.700002,10.026122,36.78623,15.876234,16
73701,84.027173,34.664947,Ovis ammon,15733,Bovidae,NT,1,1,14.549032,115.610804,1.018287,5117.85319,83.207435,-120.65404,28.565374,10.734115,33.956425,12.966418,16
73702,84.191122,35.561549,Ovis ammon,15733,Bovidae,NT,1,1,15.474715,122.412198,0.023973,4922.383095,85.539252,-128.368286,20.060054,11.217907,29.658722,11.79386,16
73703,84.602327,36.426884,Ovis ammon,15733,Bovidae,NT,1,1,15.523055,123.966298,0.000797,4737.936973,85.843891,-135.376624,45.255844,10.360142,24.926423,7.893297,16
73704,84.998973,37.291981,Ovis ammon,15733,Bovidae,NT,0,0,15.616179,110.996487,0.081527,2651.693614,95.050269,-57.288679,56.147886,8.68163,24.912515,4.515326,16
73705,85.38578,38.15598,Ovis ammon,15733,Bovidae,NT,0,0,17.73345,98.715079,1.999735,1258.922128,98.337099,-11.145301,3.684627,12.017746,14.426486,5.456183,16
73706,85.766627,39.018285,Ovis ammon,15733,Bovidae,NT,0,0,17.850762,105.159483,1.021697,1084.190281,98.436705,-9.139375,15.581474,13.019869,2.520534,2.886514,16
73707,86.144759,39.878481,Ovis ammon,15733,Bovidae,NT,0,0,17.388229,102.882096,1.005347,943.356884,98.171706,-6.802917,29.468976,11.086259,3.08401,2.32722,16
73708,86.522933,40.73628,Ovis ammon,15733,Bovidae,NT,0,0,16.82071,92.658642,1.063668,891.042065,97.158943,-6.113178,13.987576,13.90487,3.792681,2.388688,16
73709,86.90354,41.591481,Ovis ammon,15733,Bovidae,NT,1,0.654028,13.229959,96.065313,1.436877,1385.652403,92.410719,-24.415654,43.08365,10.398659,24.465143,2.322116,16
73710,87.288689,42.443947,Ovis ammon,15733,Bovidae,NT,1,0.476566,12.249598,91.848181,4.643134,2195.674307,76.807777,-67.662251,94.474215,8.810284,39.058191,3.009467,10
73711,87.680279,43.293575,Ovis ammon,15733,Bovidae,NT,1,1,12.025344,76.976258,10.309406,2127.420929,69.396028,-88.920717,66.823384,8.894121,38.870596,2.378432,10
73776,84.488759,29.596686,Ovis ammon,15733,Bovidae,NT,1,1,13.60232,55.442026,99.144402,4950.618365,56.513962,-26.809627,82.683521,9.020574,35.133075,40.345937,10
73777,84.484319,30.503188,Ovis ammon,15733,Bovidae,NT,1,1,14.128985,52.840389,56.937477,5307.218815,57.106319,-56.617342,80.00514,9.0047,37.08173,38.166249,10
73778,84.471109,31.413232,Ovis ammon,15733,Bovidae,NT,1,1,14.881117,49.909838,28.066316,4738.15241,68.176964,-38.52328,53.05051,9.677813,37.649343,27.412889,10
73779,84.446181,32.327149,Ovis ammon,15733,Bovidae,NT,1,1,15.368063,71.494845,10.443077,4755.852542,73.702788,-55.373798,43.983626,10.066073,39.072802,19.937598,16
73780,84.405772,33.24525,Ovis ammon,15733,Bovidae,NT,1,1,15.098462,99.511286,3.208271,4897.344811,78.323866,-80.512244,38.301822,10.247783,41.965912,19.523226,16
73781,84.345055,34.167793,Ovis ammon,15733,Bovidae,NT,1,1,14.39737,111.120535,2.106252,5197.352969,80.181147,-114.290542,41.507796,10.016053,35.744061,13.777617,16
73782,84.25778,35.094939,Ovis ammon,15733,Bovidae,NT,1,1,14.874126,119.567466,0.498657,4985.651489,84.355663,-121.978849,17.080949,11.695447,33.501058,12.96407,16
73783,84.681407,35.958593,Ovis ammon,15733,Bovidae,NT,1,1,14.858151,123.678348,0.009943,5056.239606,82.98892,-141.513052,25.483405,10.835072,30.371265,10.963785,16
73784,85.08808,36.822581,Ovis ammon,15733,Bovidae,NT,1,0.80092,13.471683,124.253455,0.457605,4807.027894,82.5621,-144.605627,98.912465,8.78856,23.028103,6.667204,16
73785,85.482951,37.685878,Ovis ammon,15733,Bovidae,NT,0,0,17.259013,103.315931,1.103858,1791.334581,97.198434,-27.310802,13.028944,9.975687,4.275561,5.380808,16
73786,85.870234,38.547771,Ovis ammon,15733,Bovidae,NT,0,0,17.590499,99.724101,1.890125,1128.795003,98.499019,-8.049311,3.598241,13.346307,11.847225,4.650856,16
73787,86.25343,39.407755,Ovis ammon,15733,Bovidae,NT,0,0,17.70949,104.53518,1,997.316292,98.299241,-7.62521,10.121906,13.610261,2.102054,2.794034,16
73788,86.635497,40.265481,Ovis ammon,15733,Bovidae,NT,0,0,17.360622,94.828507,1,907.919207,97.669406,-5.44794,30.521421,11.436422,2.612586,2.533712,16
73789,87.01898,41.120702,Ovis ammon,15733,Bovidae,NT,0,0,16.028893,87.478052,1.134197,918.915311,96.2983,-7.047195,7.761506,13.660585,13.79059,2.442668,16
73790,87.40611,41.973245,Ovis ammon,15733,Bovidae,NT,1,1,13.869727,80.730908,3.710733,1138.71861,92.236875,-22.038727,11.308599,12.346594,25.424959,2.578863,16
73791,87.798875,42.822984,Ovis ammon,15733,Bovidae,NT,1,0.055246,12.690738,78.12325,6.638003,1693.019326,79.713914,-65.90896,102.019865,8.659522,28.729761,2.592156,16
73792,88.199089,43.669827,Ovis ammon,15733,Bovidae,NT,1,1,11.115379,68.573802,14.082067,2340.437109,61.816726,-106.554548,103.096167,8.340979,34.090939,2.441446,16
73857,84.753968,29.110695,Ovis ammon,15733,Bovidae,NT,1,1,13.485785,52.323453,117.61118,5006.3156,59.35283,-25.057963,82.576607,8.982221,31.718097,40.922445,10
73858,84.75469,30.015424,Ovis ammon,15733,Bovidae,NT,1,1,13.978281,60.096987,75.317526,5491.846126,56.679613,-59.772803,85.239217,8.88616,35.422944,38.290741,10
73859,84.747974,30.92352,Ovis ammon,15733,Bovidae,NT,1,1,13.794979,46.804547,41.576199,4938.57823,65.707936,-41.337811,70.792881,9.136717,37.571983,33.990597,10
73860,84.731228,31.835317,Ovis ammon,15733,Bovidae,NT,1,1,14.611412,57.827329,17.811848,4941.731576,70.351468,-56.128193,67.144182,9.256145,39.557163,22.098778,10
73861,84.701167,32.751141,Ovis ammon,15733,Bovidae,NT,1,1,15.16006,88.739423,6.003593,5023.101397,74.964058,-77.208857,39.215147,10.540762,43.358245,18.06311,10
73862,84.653591,33.671286,Ovis ammon,15733,Bovidae,NT,1,1,14.95477,103.529667,2.997524,4908.152379,79.966485,-89.2343,38.089436,10.42825,36.72743,15.595448,16
73863,84.583098,34.595977,Ovis ammon,15733,Bovidae,NT,1,1,14.09753,116.516756,1.386716,5229.205584,80.620547,-123.917645,29.660981,10.787759,34.895866,13.187223,16
73864,84.752905,35.491082,Ovis ammon,15733,Bovidae,NT,1,1,15.155751,122.204417,0.136631,4935.339371,83.824608,-126.47433,19.270665,11.365058,29.279869,12.699891,16
73865,85.170551,36.35368,Ovis ammon,15733,Bovidae,NT,1,1,14.915425,125.402231,0.005879,4879.838363,83.329891,-139.293992,28.760118,10.69878,30.204747,8.550889,16
73866,85.574265,37.216069,Ovis ammon,15733,Bovidae,NT,1,0.371608,13.200324,119.520739,0.388609,4022.8491,86.931715,-114.999234,132.232492,7.983402,29.50906,6.065165,16
73867,85.968629,38.077394,Ovis ammon,15733,Bovidae,NT,0,0,17.261772,98.315364,2.118949,1384.506383,97.988955,-14.707476,8.349501,11.261921,3.606892,5.044656,16
73868,86.35743,38.937055,Ovis ammon,15733,Bovidae,NT,0,0,17.808172,103.142995,1.077581,1054.842516,98.317269,-7.644288,7.915697,14.062585,1.820597,3.122176,16
73869,86.743848,39.794626,Ovis ammon,15733,Bovidae,NT,0,0,17.596905,98.007524,1.005605,921.227001,98.085733,-5.432267,28.428055,11.177563,2.574718,2.586582,16
73870,87.1306,40.649809,Ovis ammon,15733,Bovidae,NT,0,0,16.916799,87.537734,0.859062,873.887964,97.254311,-3.6032,13.663478,13.802563,11.987972,2.556919,16
73871,87.520048,41.502389,Ovis ammon,15733,Bovidae,NT,1,0.514832,13.232867,100.053029,0.634004,1643.231056,91.442094,-35.585372,54.275078,9.581058,25.678293,2.184399,16
73872,87.914288,42.352214,Ovis ammon,15733,Bovidae,NT,1,0.898626,13.227921,81.408477,4.718329,1544.981499,86.938753,-47.11499,57.669369,9.53474,26.008524,2.61301,16
73873,88.315208,43.199169,Ovis ammon,15733,Bovidae,NT,1,0.586413,13.298393,59.151366,10.329948,1151.303337,84.009901,-63.674782,53.626882,9.612913,23.237806,2.310336,16
73939,85.021362,29.528033,Ovis ammon,15733,Bovidae,NT,1,1,13.24244,58.626506,96.809547,4984.11094,60.746983,-25.942824,106.302664,8.411292,34.197788,38.781888,10
73940,85.020383,30.434264,Ovis ammon,15733,Bovidae,NT,1,1,14.122626,51.897623,56.28847,5295.401916,61.965176,-53.248339,87.451149,8.866446,35.146379,36.554257,10
73941,85.010857,31.344021,Ovis ammon,15733,Bovidae,NT,1,1,14.213513,48.590189,28.080829,5062.044534,67.838708,-54.052646,72.230654,9.111382,37.042907,26.48417,10
73942,84.989903,32.257637,Ovis ammon,15733,Bovidae,NT,1,1,15.044658,67.252927,11.801972,4767.103406,73.765924,-54.073738,35.29509,10.462681,39.210282,17.253616,10
73943,84.953857,33.175429,Ovis ammon,15733,Bovidae,NT,1,1,14.9179,97.985315,3.787993,5048.500204,76.322211,-86.384564,49.20963,9.792696,40.467169,19.374712,10
73944,84.898033,34.097668,Ovis ammon,15733,Bovidae,NT,1,1,15.121778,108.253281,2.487065,5038.188883,80.100454,-104.016948,22.807056,11.101514,37.327687,13.490856,16
73945,84.816385,35.024538,Ovis ammon,15733,Bovidae,NT,1,1,14.799674,118.328954,1.019235,5026.446521,82.600823,-121.825082,14.605195,11.924763,34.961321,14.442974,16
73946,85.246036,35.885425,Ovis ammon,15733,Bovidae,NT,1,1,14.870834,122.885685,0.16586,5027.364054,81.827851,-137.23841,22.173835,11.02685,30.429977,11.364001,16
73947,85.659436,36.746665,Ovis ammon,15733,Bovidae,NT,1,1,15.022369,127.09625,0.102517,4890.379028,81.454383,-145.047882,34.702633,10.413879,28.781544,8.050699,16
73948,86.061579,37.607245,Ovis ammon,15733,Bovidae,NT,1,0.0509,14.391907,114.229735,0.294987,2933.283779,92.96288,-72.914634,108.223234,8.280782,26.335052,6.325285,16
73949,86.456569,38.466451,Ovis ammon,15733,Bovidae,NT,0,0,17.192581,95.919695,2.505481,1116.651731,98.191944,-6.67937,4.232602,12.115439,6.386246,5.012439,16
73950,86.84783,39.323771,Ovis ammon,15733,Bovidae,NT,0,0,17.825149,100.893631,1.130584,967.090644,98.237478,-6.698513,16.755031,13.240488,1.81385,2.910435,16
73951,87.238271,40.178846,Ovis ammon,15733,Bovidae,NT,0,0,17.349661,91.182314,0.835584,878.384092,97.688451,-3.78394,24.179254,12.141018,2.05732,2.168834,16
73952,87.630402,41.031415,Ovis ammon,15733,Bovidae,NT,0,0,15.879741,89.641984,0.688978,1028.47087,96.054993,-11.137317,16.248941,12.546776,9.339401,2.289449,16
73953,88.026432,41.881292,Ovis ammon,15733,Bovidae,NT,1,1,14.441935,85.780085,2.784856,1390.329228,91.862683,-34.611171,25.722877,10.756187,24.007703,2.281358,16
73954,88.42834,42.728339,Ovis ammon,15733,Bovidae,NT,1,0.159003,13.831815,56.657835,4.696459,493.566326,94.096147,-30.977875,37.503522,10.200807,19.664263,2.340769,16
74019,85.284676,29.040981,Ovis ammon,15733,Bovidae,NT,1,1,13.000983,52.876797,114.280898,4883.354372,61.279676,-15.989539,92.769153,8.771658,31.706058,41.41428,10
74020,85.288764,29.945431,Ovis ammon,15733,Bovidae,NT,1,1,14.365617,60.634733,71.965174,5580.103435,59.781452,-61.662761,86.536071,8.908389,33.853988,37.492369,10
74021,85.285613,30.85323,Ovis ammon,15733,Bovidae,NT,1,1,13.432593,45.65062,42.288366,4859.468535,68.617176,-34.574871,60.38165,10.051754,35.920196,33.962852,10
74022,85.272686,31.764714,Ovis ammon,15733,Bovidae,NT,1,1,14.674144,57.996728,18.54824,5103.178702,69.784296,-62.732122,74.872124,9.184805,37.960762,21.392828,10
74023,85.246779,32.680214,Ovis ammon,15733,Bovidae,NT,1,1,15.235004,84.804689,6.988852,5063.35838,73.955769,-77.413284,36.115251,10.376562,43.335726,16.580763,10
74024,85.203807,33.600031,Ovis ammon,15733,Bovidae,NT,1,1,14.489249,106.180671,3.008306,5195.448922,76.382948,-101.81671,42.64436,9.856314,38.602474,15.295946,10
74025,85.138535,34.524409,Ovis ammon,15733,Bovidae,NT,1,1,14.117102,114.075247,2.008782,5231.801523,78.486755,-121.521636,37.145379,10.30828,34.797998,12.928675,16
74026,85.314149,35.417978,Ovis ammon,15733,Bovidae,NT,1,1,14.892257,121.537658,0.814881,5049.933719,81.149091,-129.606274,15.576716,11.572416,32.085647,12.55921,16
74027,85.738152,36.277794,Ovis ammon,15733,Bovidae,NT,1,1,13.843094,125.40845,0.408046,5058.594808,79.816221,-144.405635,27.726036,10.713527,31.270022,9.72026,16
74028,86.14883,37.137425,Ovis ammon,15733,Bovidae,NT,1,1,13.46137,126.420779,0.411273,4800.325316,80.374032,-145.401228,64.392007,9.651596,27.931018,7.784593,16
74029,86.550638,37.996022,Ovis ammon,15733,Bovidae,NT,0,0,14.046848,112.108675,0.749873,2653.268447,93.41617,-65.234855,135.679611,8.173771,22.384145,5.58908,16
74030,86.947273,38.852979,Ovis ammon,15733,Bovidae,NT,0,0,17.641511,96.938045,1.625383,988.061276,98.157202,-5.674084,3.710094,13.653125,5.735012,4.007382,16
74031,87.341854,39.707863,Ovis ammon,15733,Bovidae,NT,0,0,17.771746,92.268427,1.12181,882.403931,98.131173,-5.048304,27.922969,11.645101,2.53066,2.351205,16
74032,87.737056,40.560362,Ovis ammon,15733,Bovidae,NT,0,0,17.150477,86.740783,0.306711,851.124105,97.40895,-2.81417,2.823619,14.936453,12.556174,2.538714,16
74033,88.135216,41.41025,Ovis ammon,15733,Bovidae,NT,1,0.152612,13.428731,98.396674,0.8218,1724.06615,92.121594,-41.495449,43.27906,9.746849,27.822663,1.957081,16
74034,88.53841,42.257361,Ovis ammon,15733,Bovidae,NT,1,1,14.225676,75.85663,3.860557,1266.998437,91.405045,-42.127661,32.270901,10.508858,21.774035,2.10085,16
74035,88.948521,43.101567,Ovis ammon,15733,Bovidae,NT,1,0.163807,13.696624,55.573467,6.389176,728.635836,91.166393,-48.446432,44.46339,9.772166,21.109452,2.146173,16
74100,85.544934,28.554233,Ovis ammon,15733,Bovidae,NT,1,0.972678,12.441717,49.572331,122.340335,5036.516808,65.254181,-21.277466,169.782891,7.964579,34.643276,50.197231,16
74101,85.553496,29.456984,Ovis ammon,15733,Bovidae,NT,1,1,13.773427,58.634532,92.139966,5100.027071,63.308701,-29.215605,85.148529,9.063808,34.123055,39.223931,10
74102,85.555974,30.362909,Ovis ammon,15733,Bovidae,NT,1,1,14.393786,50.539399,54.992828,5127.1455,66.783361,-41.189419,65.579544,9.858018,35.551031,36.430659,10
74103,85.550131,31.272343,Ovis ammon,15733,Bovidae,NT,1,1,14.432221,47.427792,28.929873,4875.318737,70.475502,-41.585405,40.662961,10.383659,37.925744,26.893504,10
74104,85.533151,32.185622,Ovis ammon,15733,Bovidae,NT,1,1,15.061484,67.912072,12.676473,4909.837625,72.928513,-59.665444,51.102927,9.793837,39.715694,19.20352,10
74105,85.501465,33.103068,Ovis ammon,15733,Bovidae,NT,1,1,15.052466,95.949058,4.563401,5072.239636,74.875354,-85.664429,39.179075,10.218866,39.148781,18.626744,10
74106,85.450523,34.024966,Ovis ammon,15733,Bovidae,NT,1,1,15.026053,107.833258,2.839519,5031.863454,78.364263,-101.503883,34.056203,10.394528,41.169076,14.203545,16
74107,85.374476,34.951519,Ovis ammon,15733,Bovidae,NT,1,1,14.255516,118.638384,1.333371,5129.175776,79.826995,-124.20881,20.565999,11.366599,36.948356,13.386669,16
74108,85.810074,35.809599,Ovis ammon,15733,Bovidae,NT,1,1,13.147905,124.272642,0.879279,5209.739347,77.700558,-142.869645,32.054677,10.507938,31.504411,11.192836,16
74109,86.230105,36.668046,Ovis ammon,15733,Bovidae,NT,1,1,14.761771,126.632894,0.134274,4901.482751,80.104789,-142.054051,26.206037,10.887235,32.246769,8.577266,16
74110,86.639412,37.525858,Ovis ammon,15733,Bovidae,NT,1,0.820023,14.570425,123.114695,0.097562,3899.71201,87.70516,-110.078952,101.841052,8.832901,25.982501,6.974318,16
74111,87.041992,38.38232,Ovis ammon,15733,Bovidae,NT,0,0,16.34975,100.351169,2.105345,1489.583485,97.197771,-21.761125,43.224145,10.167028,8.441955,5.402871,16
74112,87.441197,39.236916,Ovis ammon,15733,Bovidae,NT,0,0,17.771051,93.85672,1.729222,881.511801,98.19003,-5.4467,9.856677,13.89486,5.145186,3.026498,16
74113,87.839885,40.089274,Ovis ammon,15733,Bovidae,NT,0,0,17.46256,88.87946,0.832994,848.767627,97.895435,-4.254811,13.903668,13.596529,2.473691,2.23358,16
74114,88.240535,40.939123,Ovis ammon,15733,Bovidae,NT,0,0,15.945322,89.648005,0.409478,1042.412043,96.603821,-14.452538,13.303992,12.492519,6.852397,2.603669,16
74115,88.645333,41.786264,Ovis ammon,15733,Bovidae,NT,1,0.819478,15.135844,80.9146,2.29655,1177.134709,94.546085,-31.423102,20.626597,11.310374,20.605535,1.970564,16
74116,89.056246,42.630544,Ovis ammon,15733,Bovidae,NT,1,0.491249,14.038137,54.853385,2.567302,228.796141,97.33921,-20.435878,20.956097,11.537226,17.875427,1.976424,16
